#FENCE DEFAULT
0, 0

#o210904 ori=N
3064.000, 8619.000
3564.000, 8619.000
3564.000, 10755.000
3064.000, 10755.000
3064.000, 8619.000

3439.000, 10755.000
3439.000, 10043.000

3439.000, 10755.000
3376.500, 10399.000

3439.000, 10755.000
3501.500, 10399.000

#o210905 ori=N
3738.000, 8619.000
4238.000, 8619.000
4238.000, 10755.000
3738.000, 10755.000
3738.000, 8619.000

4113.000, 10755.000
4113.000, 10043.000

4113.000, 10755.000
4050.500, 10399.000

4113.000, 10755.000
4175.500, 10399.000

#o210906 ori=N
9951.000, 8907.000
10451.000, 8907.000
10451.000, 11043.000
9951.000, 11043.000
9951.000, 8907.000

10326.000, 11043.000
10326.000, 10331.000

10326.000, 11043.000
10263.500, 10687.000

10326.000, 11043.000
10388.500, 10687.000

#o210907 ori=N
10555.000, 8355.000
11055.000, 8355.000
11055.000, 10491.000
10555.000, 10491.000
10555.000, 8355.000

10930.000, 10491.000
10930.000, 9779.000

10930.000, 10491.000
10867.500, 10135.000

10930.000, 10491.000
10992.500, 10135.000

#o210908 ori=N
527.000, 5715.000
1027.000, 5715.000
1027.000, 7851.000
527.000, 7851.000
527.000, 5715.000

902.000, 7851.000
902.000, 7139.000

902.000, 7851.000
839.500, 7495.000

902.000, 7851.000
964.500, 7495.000

#o210909 ori=N
527.000, 7995.000
1027.000, 7995.000
1027.000, 10131.000
527.000, 10131.000
527.000, 7995.000

902.000, 10131.000
902.000, 9419.000

902.000, 10131.000
839.500, 9775.000

902.000, 10131.000
964.500, 9775.000

#o210910 ori=N
5244.000, 5595.000
5520.000, 5595.000
5520.000, 6639.000
5244.000, 6639.000
5244.000, 5595.000

5451.000, 6639.000
5451.000, 6291.000

5451.000, 6639.000
5416.500, 6465.000

5451.000, 6639.000
5485.500, 6465.000

#o210911 ori=N
4927.000, 5595.000
5091.000, 5595.000
5091.000, 7731.000
4927.000, 7731.000
4927.000, 5595.000

5050.000, 7731.000
5050.000, 7019.000

5050.000, 7731.000
5029.500, 7375.000

5050.000, 7731.000
5070.500, 7375.000

#o210912 ori=N
4688.000, 5595.000
4852.000, 5595.000
4852.000, 7731.000
4688.000, 7731.000
4688.000, 5595.000

4811.000, 7731.000
4811.000, 7019.000

4811.000, 7731.000
4790.500, 7375.000

4811.000, 7731.000
4831.500, 7375.000

#o210913 ori=N
9970.000, 6099.000
10470.000, 6099.000
10470.000, 8235.000
9970.000, 8235.000
9970.000, 6099.000

10345.000, 8235.000
10345.000, 7523.000

10345.000, 8235.000
10282.500, 7879.000

10345.000, 8235.000
10407.500, 7879.000

#o210914 ori=N
10570.000, 6099.000
11070.000, 6099.000
11070.000, 8235.000
10570.000, 8235.000
10570.000, 6099.000

10945.000, 8235.000
10945.000, 7523.000

10945.000, 8235.000
10882.500, 7879.000

10945.000, 8235.000
11007.500, 7879.000

#o210915 ori=N
4581.000, 7875.000
5787.000, 7875.000
5787.000, 10731.000
4581.000, 10731.000
4581.000, 7875.000

5485.500, 10731.000
5485.500, 9779.000

5485.500, 10731.000
5334.750, 10255.000

5485.500, 10731.000
5636.250, 10255.000

#o210916 ori=N
5931.000, 7875.000
7137.000, 7875.000
7137.000, 10731.000
5931.000, 10731.000
5931.000, 7875.000

6835.500, 10731.000
6835.500, 9779.000

6835.500, 10731.000
6684.750, 10255.000

6835.500, 10731.000
6986.250, 10255.000

#o210917 ori=N
7261.000, 7875.000
8467.000, 7875.000
8467.000, 10731.000
7261.000, 10731.000
7261.000, 7875.000

8165.500, 10731.000
8165.500, 9779.000

8165.500, 10731.000
8014.750, 10255.000

8165.500, 10731.000
8316.250, 10255.000

#o210918 ori=N
8631.000, 7875.000
9837.000, 7875.000
9837.000, 10731.000
8631.000, 10731.000
8631.000, 7875.000

9535.500, 10731.000
9535.500, 9779.000

9535.500, 10731.000
9384.750, 10255.000

9535.500, 10731.000
9686.250, 10255.000

#o210919 ori=N
3541.000, 3483.000
3621.000, 3483.000
3621.000, 4527.000
3541.000, 4527.000
3541.000, 3483.000

3601.000, 4527.000
3601.000, 4179.000

3601.000, 4527.000
3591.000, 4353.000

3601.000, 4527.000
3611.000, 4353.000

#o210920 ori=N
1131.000, 5715.000
1407.000, 5715.000
